,cluster,dist
673,0,2.0836212558112983
674,0,2.6902304414014875
675,0,4.538687416082129
676,2,2.964535066254241
677,3,2.8740055584865396
678,0,1.6776414551723695
679,2,2.3365974242884957
680,0,1.7931895171079268
681,0,2.7440601833672145
682,2,2.2741269818803422
683,0,2.4409817485383463
684,0,1.978091255060001
685,2,1.6044512279700467
686,0,3.266223755511125
687,1,2.8046221960121804
688,2,2.8770519403860404
689,0,1.9545744596392538
690,2,2.9762983831037872
691,1,4.0236498828389236
692,3,4.660374428809053
693,0,5.047024029732812
694,3,5.6177559488637625
695,0,2.4124095450138023
696,2,4.679168931388356
697,0,2.464238815580509
698,2,2.930632139995671
699,3,1.655343756703068
700,0,4.156471799744232
701,3,2.229552632201994
702,2,2.015725073830878
703,0,5.077953634008784
704,1,3.7903649607410568
705,2,3.0974292529357537
706,0,4.094153300073274
707,0,4.521422681085058
708,2,4.6374614994766015
709,3,2.4074768501300468
710,2,2.239513368589866
711,3,2.1216625869726453
712,2,3.202100924026633
713,1,1.7376020924544102
714,0,4.472803395390361
715,2,2.8798593617934007
716,0,2.667821470901053
717,3,2.8545615027999682
718,0,2.04788290149978
719,2,3.751573227604772
720,2,4.620725666868215
721,3,2.8665711961017863
722,0,4.493587378957192
723,2,3.9571766992517836
724,2,1.6520771683520432
725,2,2.8798593617934007
726,2,1.5586084589822162
727,0,1.782994602927651
728,1,2.932341924380648
729,1,5.617620272542534
730,0,2.1237216055062835
731,0,1.7348214349258413
732,1,2.410462352753151
733,2,2.3955408829154554
734,2,3.81653208173355
735,0,2.359147464057869
736,3,2.8246900312728482
737,0,2.357311272250383
738,0,1.9441534515006265
739,0,3.546243201411939
740,0,2.0206048461211847
741,3,3.8586615131055755
742,3,1.6874992313727828
743,0,3.8240859032991166
744,0,2.089206923015988
745,2,2.361823324060968
746,2,1.9697465572939932
747,2,2.2738767238679065
748,1,1.5587642799736212
749,1,2.3852811584876203
750,1,2.27383163521002
751,2,2.275344511271935
752,3,2.2819927119768373
753,2,2.1620765120430434
754,1,3.182505202206836
755,2,2.086548717465273
756,1,1.8237036219084946
757,2,2.1345623594092555
758,2,1.6717780760357097
759,2,2.092467890624309
760,0,1.9231698338854122
761,0,4.501895479833564
762,2,1.7175381110092358
763,1,1.8064456718124025
764,2,1.66116906177684
765,1,2.3491389695315235
766,0,3.508948091987923
767,0,3.5637920314927514
768,2,1.7226992433140957
769,1,1.826799050219571
770,2,1.73133268073022
771,3,4.845363312894683
772,2,3.806947115006408
773,0,4.480756332712406
774,2,1.7495779437100234
775,2,3.751573227604772
776,2,2.0850390049550933
777,1,4.066067563593916
778,1,3.1155343753423983
779,1,1.8715695143050262
780,0,4.489231081484148
781,1,1.8561241667085064
782,2,2.5033435698313675
783,2,1.6654116650161552
784,2,3.192929126764043
785,0,3.2425858882672394
786,2,1.6044512279700467
787,3,1.812129810259131
788,0,3.2383130782943224
789,1,4.031894584203464
790,1,4.031894584203464
791,0,3.807863239894323
792,1,2.4413572003560553
793,2,2.930632139995671
794,1,2.2559964723249935
795,2,2.521178551897598
796,0,3.682567046844923
797,2,1.9680701432205465
798,1,4.066067563593916
799,2,2.505418997795322
800,0,1.8850999946199933
801,0,1.9261418404641988
802,2,3.2429301937608934
803,2,4.738997159640083
804,2,2.206902062523178
805,2,3.0911025183051732
806,2,2.521178551897598
807,3,2.8939615263325167
808,1,3.689267912391606
809,1,2.385587292966466
810,3,2.4960993190703173
811,2,2.1329976972747238
812,0,4.4301828145244455
813,0,3.182210915593794
814,0,5.16200537775
815,2,2.3368084947160583
816,0,3.7524408736720876
817,2,2.3712978480548452
818,3,4.6987088000072355
819,1,2.85099730311904
820,1,2.2484023206978114
821,1,2.309122016979753
822,1,2.2791161820465167
823,1,2.3466179790999218
824,1,2.247821038363536
825,0,5.075226247115022
826,2,2.01150461993926
827,1,1.8237036219084946
828,0,2.7729551712345306
829,3,4.674526217646385
830,0,2.4455765344135676
831,0,3.518350717082749
832,1,2.3684639645468315
833,3,5.644204033372696
834,0,2.6453439244751413
835,0,2.652871035516533
836,0,4.097351101419901
837,2,3.7299502899098123
838,0,4.476303950897085
839,1,2.2355620034081976
840,2,2.3137868683318152
841,2,1.66116906177684
842,0,3.3627229177810127
843,3,5.7423689200269274
844,0,3.6742977504739542
845,3,5.707896105571132
846,1,5.599048151936299
847,2,4.008870029766088
848,2,2.8770519403860404
849,3,2.3645416538966235
850,0,4.444302775251885
851,1,2.476433109143641
852,1,2.4991284015463875
853,1,2.4647810084115456
854,0,2.7368034191704695
855,2,1.5080838364422295
856,2,3.744284886650841
857,0,1.5277762354401379
858,2,4.678812161612872
859,2,3.2045762419573234
860,2,2.858849303296475
861,2,4.678812161612872
862,2,3.949797086326408
863,0,2.0185666428295073
864,2,3.188708142046688
865,1,4.026543175857686
866,2,1.7143985666745734
867,0,4.476303950897085
868,2,4.767889836531018
869,0,2.1692484342184533
870,2,1.896102885212577
871,2,2.8249941579448725
872,2,2.8249941579448725
873,3,2.0677689742903604
874,0,4.594050133939145
875,0,3.637933475355549
876,0,3.5195812380578246
877,2,3.6839766395885003
878,1,2.2431996252019086
879,0,1.773193341791045
880,1,2.2620874193451628
881,1,2.932341924380648
882,0,4.589707657446257
883,0,1.673461876140028
884,2,3.071179529672347
885,0,4.491862028732889
886,1,1.8277666107629162
887,3,4.669124766349912
888,2,2.2804909640168898
889,1,1.656058434391917
890,2,1.978682618660793
891,2,2.1337801717593283
892,1,4.066067563593916
893,2,2.342888879179939
894,2,1.8867556459707087
895,0,3.512678681017049
896,1,4.058981387869834
897,2,1.7303682286007656
898,1,3.2803461440688335
899,0,1.985993922535166
900,2,4.082522138924167
901,0,5.075236780384942
902,0,1.9632254549268717
903,3,2.3758606949772396
904,0,5.14290426509097
905,1,3.1717385118057577
906,1,2.3728900149251273
907,0,2.2162285351726925
908,3,2.0718329138581173
909,2,1.8833543045285785
910,2,4.787115502715769
911,2,2.887174790972611
912,0,1.9532338204918647
913,2,3.1450531190975886
914,1,2.379554034897455
915,0,1.5838528006716746
916,2,3.065578385485182
917,0,1.846853280139761
918,2,2.8795036429645235
919,1,3.1295418744371206
920,3,1.905817670789595
921,0,1.8398640995529043
922,0,2.6453439244751413
923,0,2.6420680977171163
924,0,4.089280009020531
925,2,1.7851479797679195
926,3,5.644204033372696
927,0,2.35379357877087
928,1,2.5579390636128285
929,2,2.2738767238679065
930,3,4.642137677428567
931,1,1.5784399188952474
932,1,2.4647810084115456
933,2,3.00833783129154
934,2,1.6171462957637364
935,3,4.773397078942587
936,0,1.738207796380734
937,0,2.062319962491909
938,1,3.0513146230242136
939,2,3.949797086326408
940,0,2.622816421307422
941,0,3.521661510978302
942,2,4.791036901391586
943,3,3.745576464110316
944,2,4.791036901391586
945,0,3.508948091987923
946,0,4.105054729250412
947,0,4.444302775251885
948,0,5.058936719968124
949,0,2.90482772299307
950,2,3.9790236647376824
951,2,3.369500525860199
952,2,3.984159600657368
953,0,2.006587020048634
954,2,2.5628635074713015
955,1,1.8434495675381493
956,0,1.6917937483028496
957,0,4.444302775251885
958,2,1.8481142707365725
959,0,3.5195812380578246
960,1,1.7860540275358487
961,3,1.7903535168757132
962,0,1.923809063809852
963,0,1.9165984619265322
964,1,2.464437924257978
965,0,1.6917937483028496
966,0,3.5032608324159584
967,1,2.464437924257978
968,2,2.037385274368353
969,1,3.994697911544563
970,3,5.645584351154619
971,1,4.093660617306066
972,1,4.100358804939272
973,2,1.876189394225159
974,3,3.7747049439190175
975,2,3.857309840276793
976,0,1.95304222548999
977,1,3.3030914778247573
978,0,1.6865718746364702
979,2,4.004116383593754
980,2,3.12032300431748
981,3,3.8318587559518265
982,0,2.9276868524084008
983,0,2.071966186987268
984,2,3.9515832757667484
985,0,2.178421222281205
986,2,3.9515832757667484
987,0,4.170351988923267
988,2,1.5795236783022222
989,3,4.815687358084148
990,0,2.6902304414014875
991,2,2.313016081305332
992,2,2.0963262983905344
993,2,2.339437159693548
994,2,2.1684544131554904
995,1,3.2783888662572362
996,2,3.9454915471569474
997,3,1.8293932566303241
998,3,2.1706340638647035
999,1,2.0023348420902516
1000,2,4.009220175087938
1001,2,3.932498408623753
1002,2,1.9784333417135707
1003,1,2.4647810084115456
1004,0,1.4898293566024712
1005,3,2.4960993190703173
1006,0,3.521661510978302
1007,0,2.6902304414014875
1008,2,2.3711058484796412
1009,0,3.5498894200617936
1010,0,4.127755593113773
1011,1,2.029029970927674
1012,0,3.2189239075527403
1013,0,4.138335994808157
1014,2,1.8481142707365725
1015,0,3.5195812380578246
1016,2,3.194627835004066
1017,2,3.188220288062759
1018,1,3.0801620858317533
1019,0,1.7043237011455286
1020,2,3.194627835004066
1021,0,3.565501682276768
1022,0,4.480756332712406
1023,2,2.892898409657619
1024,0,3.2719635827628175
1025,0,3.5599047731636646
1026,2,1.906857244336671
1027,1,3.283707123745084
1028,3,1.8583492808740782
1029,0,2.384526354878907
1030,1,3.2316889183144974
1031,1,2.0484290830186307
1032,1,2.1107867285788666
1033,2,2.887174790972611
1034,0,3.5480969130291293
1035,1,1.9426113098115934
1036,1,1.9573743192462565
1037,1,2.179728384968984
1038,3,1.6569476479958498
1039,0,2.9813354206803884
1040,2,3.049857872520841
1041,3,2.340869636709457
1042,2,3.1805953057303147
1043,2,3.81653208173355
1044,2,4.67845536463078
1045,2,4.679168931388356
1046,0,4.103270235254296
1047,0,1.7582978088555832
1048,2,2.1337801717593283
1049,0,1.6853352495037988
1050,2,4.054893295503368
1051,0,3.594798257468976
1052,0,5.209682645348255
1053,0,4.103270235254296
1054,0,2.4124095450138023
1055,2,3.188220288062759
1056,0,3.518350717082749
1057,2,1.6152213848331145
1058,0,1.5798311630600554
1059,0,4.492718837181405
1060,2,2.8518603327962797
1061,1,3.386878847124513
1062,2,4.679168931388356
1063,2,4.669827189016196
1064,2,2.1304704783746553
1065,1,3.290383741178342
1066,1,1.9879057561192353
1067,2,4.674796625469585
1068,2,3.1770028538192583
1069,3,2.8246900312728482
1070,2,2.859021818165208
1071,1,3.6652176174257787
1072,3,2.3758606949772396
1073,0,4.108126930347804
1074,1,2.4543580063336754
1075,1,2.309122016979753
1076,3,2.346876051127184
1077,1,1.5401852342769846
1078,0,3.5871761481456366
1079,1,3.7495849234683205
1080,3,4.667740231177193
1081,2,4.10417332761392
1082,1,1.5784399188952474
1083,1,4.0903919786050515
1084,2,3.1438586436280644
1085,2,4.785046562190669
1086,3,5.600138823491746
1087,0,4.137909680772242
1088,3,1.905817670789595
1089,0,4.136320304998417
1090,2,2.239513368589866
1091,0,1.9445383742455677
1092,0,4.094153300073274
1093,2,4.620725666868215
1094,2,2.8770519403860404
1095,1,3.7872709473337838
1096,0,2.7034324343637715
1097,0,4.103270235254296
1098,2,4.67845536463078
1099,1,2.442600601534639
1100,2,1.6664137117731064
1101,0,4.384625113977505
1102,2,2.148434120058757
1103,2,2.4387048658204264
1104,3,2.335416534674012
1105,2,3.9365579500919634
1106,2,3.751573227604772
1107,2,4.024351306094879
1108,2,2.248625919769785
1109,1,4.080372548977858
